web-scraper-order,web-scraper-start-url,infos,infos-href,Details,prix,adresse,N_chambre,Superficie,img_ling-src
"1737722206-449","https://www.expat-dakar.com/appartements-meubles?page=34","Joli duplex moderne meublé à ouakam corniche
                                2 chambre
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        2. janv., 08:58
                                    
                    1 000 000 F Cfa
                        
                        775631616","https://www.expat-dakar.com/annonce/joli-duplex-moderne-meuble-a-ouakam-corniche-6142806","Joli duplex moderne meublé à ouakam corniche","1 000 000 F Cfa","Ouakam","2","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/184369272ac4c01629c4b107061b4db8/-/horizon-files-prod/ed/picture/qweppv6j/a42383bed67e8d5c56d1797e902fce12d37c49b8.jpg"
"1737722208-450","https://www.expat-dakar.com/appartements-meubles?page=34","Studio meublé à Keur Yoff
                                1 chambre
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        2. janv., 10:02
                                    
                    19 000 F Cfa
                        
                        778727979
                    
                        766377247
                    
                        772699661","https://www.expat-dakar.com/annonce/studio-meuble-a-keur-yoff-6161296","Studio meublé à Keur Yoff","19 000 F Cfa","Yoff","1","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/02fee6260e1998a047984abc9d48df1d/-/horizon-files-prod/ed/picture/q8v4p2jj/603533f92f6e3b73efbeceb48aed9b1a49e7a800.jpg"
"1737722211-451","https://www.expat-dakar.com/appartements-meubles?page=34","Appartements meublés à louer VDN LIBERTÉ 6
                                2 chambre
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        2. janv., 10:12
                                    
                    50 000 F Cfa
                        
                        785254677
                    
                        338674996
                    
                        785254677","https://www.expat-dakar.com/annonce/appartements-meubles-a-louer-vdn-liberte-6-5800797","Appartements meublés à louer VDN LIBERTÉ 6","50 000 F Cfa","Liberte 6","2","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/36cb22d20420a85fcc119378c4fb4639/-/horizon-files-prod/ed/picture/q44dgvd2/c174b12e5fe21067d660aecce7de58ae0eb1a55f.jpg"
"1737722214-452","https://www.expat-dakar.com/appartements-meubles?page=34","Appartement 3 Chambres Entièrement Équipé
                                3 chambre175 m²
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        2. janv., 11:33
                                    
                    45 000 F Cfa
                        
                        765124792","https://www.expat-dakar.com/annonce/appartement-3-chambres-entierement-equipe-6245994","Appartement 3 Chambres Entièrement Équipé","45 000 F Cfa","Mermoz","3","175 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/641105f4fdeec94b30cbe3d436c01e8a/-/horizon-files-prod/ed/picture/qwep05d4/f6a47fa6c6547c313d2f9b01f8eeec25b2eb40a7.jpg"
"1737722216-453","https://www.expat-dakar.com/appartements-meubles?page=34","Studio meublé à louer ngor
                                1 chambre80 m²
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        2. janv., 11:56
                                    
                    400 000 F Cfa
                        
                        775597743","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-ngor-5210083","Studio meublé à louer ngor","400 000 F Cfa","Ngor","1","80 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8c28b270e52ca6746558444ff71cb0fd/-/horizon-files-prod/ed/picture/q2jzk72p/6c0ee0e3da00480bb42ba98609a81f866a6ed9d6.jpg"
"1737722219-454","https://www.expat-dakar.com/appartements-meubles?page=34","Meublée louer almandie appartement
                                2 chambre200 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        3. janv., 00:30
                                    
                    1 500 000 F Cfa
                        
                        773463058","https://www.expat-dakar.com/annonce/meublee-louer-almandie-appartement-6246394","Meublée louer almandie appartement","1 500 000 F Cfa","Almadies","2","200 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/19f4d3e96b07f3abd673d78ded6c0d1b/-/horizon-files-prod/ed/picture/qwep097m/bc121209be086454b801760bef911572ca750160.jpg"
"1737722221-455","https://www.expat-dakar.com/appartements-meubles?page=34","Location appartement meublé Point E
                                1 chambre
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        3. janv., 07:24
                                    
                    55 000 F Cfa
                        
                        777267360
                    
                        777845143
                    
                        774542349","https://www.expat-dakar.com/annonce/location-appartement-meuble-point-e-6088635","Location appartement meublé Point E","55 000 F Cfa","Point-e","1","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/34cd3b34bd9991179bfeb0e91acee071/-/horizon-files-prod/ed/picture/qgq92ex9/2b77ff9fb0291c919aff5277fccb871a613c8c0b.jpg"
"1737722226-456","https://www.expat-dakar.com/appartements-meubles?page=33","Duplex meublé à louer à Fann Mermoz
                                3 chambre
                                                                                    Fann,
                                                                                Dakar
                                    
                                        3. janv., 11:02
                                    
                    3 000 000 F Cfa
                        
                        775507333
                    
                        338670169","https://www.expat-dakar.com/annonce/duplex-meuble-a-louer-a-fann-mermoz-6246807","Duplex meublé à louer à Fann Mermoz","3 000 000 F Cfa","Fann","3","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0a43c4c0ab3fae4ff6dfade3bc0e59f0/-/horizon-files-prod/ed/picture/qq42xxke/96a496a0caccf574b15d58ce9b99c2a7df76f220.jpg"
"1737722229-457","https://www.expat-dakar.com/appartements-meubles?page=33","VETIVER APPARTEMENT MEUBLE DE TYPE F2
                                1 chambre
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        3. janv., 13:41
                                    
                    55 000 F Cfa
                        
                        772127575
                    
                        338224816
                    
                        338224817","https://www.expat-dakar.com/annonce/vetiver-appartement-meuble-de-type-f2-6246906","VETIVER APPARTEMENT MEUBLE DE TYPE F2","55 000 F Cfa","Cité keur gorgui","1","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3720cd130108170ef7f4f4e61ef6b85f/-/horizon-files-prod/ed/picture/qwep004g/1279a7fca2b30ff15ca28eb82bfb2d091c6c0d56.jpg"
"1737722231-458","https://www.expat-dakar.com/appartements-meubles?page=33","Ref_3101_PL Beau F3 meublé au Almadies au rez de chaussé
                                2 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        3. janv., 16:12
                                    
                    1 000 000 F Cfa
                        
                        781385959
                    
                        776313024","https://www.expat-dakar.com/annonce/ref-3101-pl-beau-f3-meuble-au-almadies-au-rez-de-chausse-6231598","Ref_3101_PL Beau F3 meublé au Almadies au rez de chaussé","1 000 000 F Cfa","Almadies","2","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/954b46da56a3e5a8becdf6af0b9c9204/-/horizon-files-prod/ed/picture/qrz8kr85/e295305b27bb6cc6bdceb077047444de561fb616.jpg"
"1737722234-459","https://www.expat-dakar.com/appartements-meubles?page=33","Ref_33865_PL Beau Studio meublé à Mermoz
                                1 chambre
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        3. janv., 16:17
                                    
                    40 000 F Cfa
                        
                        781385959
                    
                        776313024","https://www.expat-dakar.com/annonce/ref-33865-pl-beau-studio-meuble-a-mermoz-6231048","Ref_33865_PL Beau Studio meublé à Mermoz","40 000 F Cfa","Mermoz","1","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9a6be83f2b6ca15a79eeea51803bbfc/-/horizon-files-prod/ed/picture/q9mj2jmw/72591aaa9f6ddf0d13026c109188699fcc8fbb3c.jpg"
"1737722236-460","https://www.expat-dakar.com/appartements-meubles?page=33","Ref_33836_PL Bel appartements meublé au 3ème étage à Baobab
                                2 chambre
                                                                                    Sicap baobab,
                                                                                Dakar
                                    
                                        3. janv., 16:21
                                    
                    850 000 F Cfa
                        
                        781385959
                    
                        776313024","https://www.expat-dakar.com/annonce/ref-33836-pl-bel-appartements-meuble-au-3eme-etage-a-baobab-6227375","Ref_33836_PL Bel appartements meublé au 3ème étage à Baobab","850 000 F Cfa","Sicap baobab","2","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4ca108808e63eecf621f74e4473faa07/-/horizon-files-prod/ed/picture/q44nqk7m/0e706f71d0ea13f734341c3c460c21596fc19ea5.jpg"
"1737722240-461","https://www.expat-dakar.com/appartements-meubles?page=33","STUDIO MEUBLÉ CLIMATISÉ A LOUER PAR JOURS
                                1 chambre87 m²
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        4. janv., 10:10
                                    
                    25 000 F Cfa
                        
                        772350505","https://www.expat-dakar.com/annonce/studio-meuble-climatise-a-louer-par-jours-5970550","STUDIO MEUBLÉ CLIMATISÉ A LOUER PAR JOURS","25 000 F Cfa","Cité keur gorgui","1","87 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/badcba3dea141c0e7c8f7a9a98d89a0a/-/horizon-files-prod/ed/picture/qwe2jx40/f9b255daa40f4a0a5bcef2eced263b30edb59133.jpg"
"1737722242-462","https://www.expat-dakar.com/appartements-meubles?page=33","Appartement 3ch meublé à Fann Residence
                                
                                                                                    Fann,
                                                                                Dakar
                                    
                                        4. janv., 11:30
                                    
                                            Vendeur vérifié
                                        
                    1 350 000 F Cfa
                        
                        705657870
                    
                        705657870","https://www.expat-dakar.com/annonce/appartement-3ch-meuble-a-fann-residence-6247466","Appartement 3ch meublé à Fann Residence","1 350 000 F Cfa","Fann","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/69be1df218d49f2f1f608dd5b4b30250/-/horizon-files-prod/ed/picture/q6xd8w0j/9c8535b3eb6f0f09d08841080edc2424d6c0ed7a.jpg"
"1737722245-463","https://www.expat-dakar.com/appartements-meubles?page=33","Appartement 2ch meublé à fann résidence
                                
                                                                                    Fann,
                                                                                Dakar
                                    
                                        4. janv., 11:33
                                    
                                            Vendeur vérifié
                                        
                    1 200 000 F Cfa
                        
                        705657870
                    
                        705657870","https://www.expat-dakar.com/annonce/appartement-2ch-meuble-a-fann-residence-6247471","Appartement 2ch meublé à fann résidence","1 200 000 F Cfa","Fann","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/23a0fa48096a398cdc65625fbdead0ab/-/horizon-files-prod/ed/picture/qngp8vrr/b3da86ad2f27d6f0d69bd09ff88e35901240d2a0.jpg"
"1737722248-464","https://www.expat-dakar.com/appartements-meubles?page=33","Appartement F4 à louer à fann résidence
                                
                                                                                    Fann,
                                                                                Dakar
                                    
                                        4. janv., 11:37
                                    
                                            Vendeur vérifié
                                        
                    1 000 000 F Cfa
                        
                        705657870
                    
                        705657870","https://www.expat-dakar.com/annonce/appartement-f4-a-louer-a-fann-residence-6247473","Appartement F4 à louer à fann résidence","1 000 000 F Cfa","Fann","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5bb9a73886956fdd531f39300f59269a/-/horizon-files-prod/ed/picture/qq42xrq4/1af86a1fd34c6434ebc34931f8fbe36ad957956f.jpg"
"1737722250-465","https://www.expat-dakar.com/appartements-meubles?page=33","Appartement de type F4 au point e
                                3 chambre245 m²
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        lundi, 16:59
                                    
                    1 500 000 F Cfa
                        
                        771020964","https://www.expat-dakar.com/annonce/appartement-de-type-f4-au-point-e-6169829","Appartement de type F4 au point e","1 500 000 F Cfa","Point-e","3","245 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/47129c882dde15c11ca87f35f607f973/-/horizon-files-prod/ed/picture/qq42w68e/13be65941a7cce2968fbc15a077f4793302ae135.jpg"
"1737722256-466","https://www.expat-dakar.com/appartements-meubles?page=32","Appartement meublé F4 à louer
                                3 chambre180 m²
                                                                                    Fenêtre mermoz,
                                                                                Dakar
                                    
                                        4. janv., 11:55
                                    
                    2 000 000 F Cfa
                        
                        771020964","https://www.expat-dakar.com/annonce/appartement-meuble-f4-a-louer-6227499","Appartement meublé F4 à louer","2 000 000 F Cfa","Fenêtre mermoz","3","180 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7801adab4ac0a898e0279478c0cb1871/-/horizon-files-prod/ed/picture/qxjper72/072331d71c0f43e38fb3dfbff5025ec60e36f3e3.jpg"
"1737722258-467","https://www.expat-dakar.com/appartements-meubles?page=32","Bella casa
                                1 chambre80 m²
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        4. janv., 16:16
                                    
                    30 000 F Cfa
                        
                        773174041","https://www.expat-dakar.com/annonce/bella-casa-6247557","Bella casa","30 000 F Cfa","Mamelles","1","80 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1dfdeced4a3408bb509c98ea72ed4110/-/horizon-files-prod/ed/picture/qgqw769n/895450f136be531f63898ef4eb3f3051b780432d.jpg"
"1737722261-468","https://www.expat-dakar.com/appartements-meubles?page=32","Studio meublé à liberté  6
                                2 chambre120 m²
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        4. janv., 20:10
                                    
                    25 000 F Cfa
                        
                        777384246","https://www.expat-dakar.com/annonce/studio-meuble-a-liberte-6-5141053","Studio meublé à liberté  6","25 000 F Cfa","Liberte 6","2","120 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/87290cd42037ae051693034a9811e888/-/horizon-files-prod/ed/picture/q4exkj5/85a56e09f0aa1e13e5f83d380d2b4aa42dd965af.jpg"
"1737722264-469","https://www.expat-dakar.com/appartements-meubles?page=32","Chambres meublées à la Cité Mixta
                                2 chambre
                                                                                    Cite Mixta,
                                                                                Dakar
                                    
                                        5. janv., 09:18
                                    
                    15 000 F Cfa
                        
                        708296279
                    
                        775616954","https://www.expat-dakar.com/annonce/chambres-meublees-a-la-cite-mixta-5625773","Chambres meublées à la Cité Mixta","15 000 F Cfa","Cite Mixta","2","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/04383ad086e3bdfae3efac3d3f1a293b/-/horizon-files-prod/ed/picture/qq4dqwgp/3ee9788e98e4dfb93dbc307439cf32657087998e.jpg"
"1737722266-470","https://www.expat-dakar.com/appartements-meubles?page=32","Appartements meublés climatisés à Thiès
                                
                                                                                    Thiès,
                                                                                Thiès
                                    
                                        6. janv., 07:44
                                    
                    17 000 F Cfa
                        
                        781705285","https://www.expat-dakar.com/annonce/appartements-meubles-climatises-a-thies-6248112","Appartements meublés climatisés à Thiès","17 000 F Cfa","Thiès","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4eb98aa8c334f8b80858464975261134/-/horizon-files-prod/ed/picture/qm5gqevr/3685690d461bb5c8812bc665357cc9f1ad3c0703.jpg"
"1737722269-471","https://www.expat-dakar.com/appartements-meubles?page=32","Magnifique villa meublée  a louer a Ngor
                                4 chambre
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        6. janv., 09:53
                                    
                    1 500 000 F Cfa
                        
                        774823430
                    
                        776548731
                    
                        774836846","https://www.expat-dakar.com/annonce/magnifique-villa-meublee-a-louer-a-ngor-6248332","Magnifique villa meublée  a louer a Ngor","1 500 000 F Cfa","Ngor","4","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3fe08f336b447736c83cd82d463a9e7f/-/horizon-files-prod/ed/picture/qrz8meeq/5b0cf352c386c2b15beeedc8abde9a815ff9cd36.jpg"
"1737722272-472","https://www.expat-dakar.com/appartements-meubles?page=32","Joli studio meublé à liberté 6
                                1 chambre
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        6. janv., 10:54
                                    
                    27 500 F Cfa
                        
                        771493959","https://www.expat-dakar.com/annonce/joli-studio-meuble-a-liberte-6-3749791","Joli studio meublé à liberté 6","27 500 F Cfa","Liberte 6","1","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/26d7446aafb780bdf214ec9b0428925a/-/horizon-files-prod/ed/picture/q04pwzg/7c8a512ea0e61d736bc1459a5f5e2800e1d916cb.jpg"
"1737722276-473","https://www.expat-dakar.com/appartements-meubles?page=32","Magnifique studio a liberté 6
                                1 chambre
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        6. janv., 10:54
                                    
                    22 500 F Cfa
                        
                        771493959","https://www.expat-dakar.com/annonce/magnifique-studio-a-liberte-6-3770983","Magnifique studio a liberté 6","22 500 F Cfa","Liberte 6","1","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/883c79eefd48281e45779c17f911337f/-/horizon-files-prod/ed/picture/q2xrq78/7cb7945ff9ae395146703115d7a3f7f341d5046e.jpg"
"1737722282-474","https://www.expat-dakar.com/appartements-meubles?page=32","Appartement  2 chambres
                                2 chambre
                                                                                    Rufisque,
                                                                                Dakar
                                    
                                        8. janv., 09:29
                                    
                    150 000 F Cfa
                        
                        765941628
                    
                        +393928156263
                    
                        772510811","https://www.expat-dakar.com/annonce/appartement-2-chambres-6248449","Appartement  2 chambres","150 000 F Cfa","Rufisque","2","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/130e715293f37369122d5e1aa2f5e540/-/horizon-files-prod/ed/picture/qngp865w/81cc53fdb9e5d9fe68fcfd040d66ab4f0610f4f1.jpg"
"1737722288-475","https://www.expat-dakar.com/appartements-meubles?page=32","Studio meublé à louer Cité fadia
                                
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        6. janv., 12:33
                                    
                    150 000 F Cfa
                        
                        776451867","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-cite-fadia-6227663","Studio meublé à louer Cité fadia","150 000 F Cfa","Parcelles Assainies","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2fb17b5d5e7a66c92e1a043b1e221d95/-/horizon-files-prod/ed/picture/q56d8e62/3f146a99dfc146149a4472baa9522552ed8d9c84.jpg"
"1737722297-476","https://www.expat-dakar.com/appartements-meubles?page=31","Apparemment meublé
                                3 chambre
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        6. janv., 15:25
                                    
                    1 F Cfa
                        
                        778159089
                    
                        709068088","https://www.expat-dakar.com/annonce/apparemment-meuble-6248689","Apparemment meublé","1 F Cfa","Mermoz","3","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ae1878f5a05fab9956cd48d9d42e96c/-/horizon-files-prod/ed/picture/q78w42mx/6e5344abdc38254f792794f1e7d11e91920bdcf6.jpg"
"1737722303-477","https://www.expat-dakar.com/appartements-meubles?page=31","Appartement meublé à louer à Ngor Almadies
                                
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        6. janv., 17:05
                                    
                    45 000 F Cfa
                        
                        781764049
                    
                        764025181","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-a-ngor-almadies-6022180","Appartement meublé à louer à Ngor Almadies","45 000 F Cfa","Ngor","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/21ebb9c05f52c78cd976dbb9a1f453ca/-/horizon-files-prod/ed/picture/qkrgkvq2/7d4d98913b91b77725a5d6928b1cb0e45a3769b3.jpg"
"1737722307-478","https://www.expat-dakar.com/appartements-meubles?page=31","Studio meublé à louer aux Almadies
                                
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        6. janv., 17:19
                                    
                    400 000 F Cfa
                        
                        781764049
                    
                        764025181","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-aux-almadies-6248803","Studio meublé à louer aux Almadies","400 000 F Cfa","Almadies","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0c9e98b2da7ef67addc75a09feca1402/-/horizon-files-prod/ed/picture/q0g7vr4z/f929d4801faf7405524324f3d9fd67111564e1cf.jpg"
"1737722314-479","https://www.expat-dakar.com/appartements-meubles?page=31","Bel appartement meublé à Ngor Almadies
                                3 chambre
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        6. janv., 19:38
                                    
                    40 000 F Cfa
                        
                        773162279
                    
                        776627416","https://www.expat-dakar.com/annonce/bel-appartement-meuble-a-ngor-almadies-6239450","Bel appartement meublé à Ngor Almadies","40 000 F Cfa","Ngor","3","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/18f62dc224fdafa20c3314e9cc2d75f8/-/horizon-files-prod/ed/picture/qwep9qwk/e260145aa0a55ddddd77a96692355e0c893698b1.jpg"
"1737722318-480","https://www.expat-dakar.com/appartements-meubles?page=31","Studio meublé à Mermoz
                                1 chambre50 m²
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        vendredi, 20:47
                                    
                    25 000 F Cfa
                        
                        772065555","https://www.expat-dakar.com/annonce/studio-meuble-a-mermoz-6248428","Studio meublé à Mermoz","25 000 F Cfa","Mermoz","1","50 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e32e09444832446381c7adaa449bccf3/-/horizon-files-prod/ed/picture/qwep07qj/5f4f616a529ae19b116af301cd73b65a64efc424.jpg"
"1737722322-481","https://www.expat-dakar.com/appartements-meubles?page=31","Mini studio à louer
                                
                                                                                    Autres,
                                                                                Autres
                                    
                                        7. janv., 10:13
                                    
                    25 000 F Cfa
                        
                        778057481
                    
                        708832038","https://www.expat-dakar.com/annonce/mini-studio-a-louer-6249300","Mini studio à louer","25 000 F Cfa","Autres","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/90a0492a39c441bb165ed1ffe775cb80/-/horizon-files-prod/ed/picture/q6xd8e96/df089d431698520e465661c52524903aaeae6068.jpg"
"1737722327-482","https://www.expat-dakar.com/appartements-meubles?page=31","Appartement haut standing à louer
                                
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        9. janv., 19:47
                                    
                    150 000 F Cfa
                        
                        778057481
                    
                        708832038","https://www.expat-dakar.com/annonce/appartement-haut-standing-a-louer-6249312","Appartement haut standing à louer","150 000 F Cfa","Almadies","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8fbfb96979bb0bbc30cb519078be40ab/-/horizon-files-prod/ed/picture/qm5gqxeq/d0f926db3ad016f5b5489afa59d273507859ddff.jpg"
"1737722332-483","https://www.expat-dakar.com/appartements-meubles?page=31","Studio NEPHTYS
                                1 chambre0 m²
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        7. janv., 11:42
                                    
                    40 000 F Cfa
                        
                        789695033","https://www.expat-dakar.com/annonce/studio-nephtys-6170003","Studio NEPHTYS","40 000 F Cfa","Mamelles","1","0 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7a0ec73cc3d3083e6b26c073e22dd2dd/-/horizon-files-prod/ed/picture/q0g78dq6/a5e70588faa978d92fd06e7f0b13cb8232fc953a.jpg"
"1737722337-484","https://www.expat-dakar.com/appartements-meubles?page=31","Studio PEPI
                                1 chambre
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        7. janv., 11:42
                                    
                    40 000 F Cfa
                        
                        789695033","https://www.expat-dakar.com/annonce/studio-pepi-6169937","Studio PEPI","40 000 F Cfa","Mamelles","1","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/18f3e8d45f8aa4db18fb631851a1f270/-/horizon-files-prod/ed/picture/qj4q5zeg/bceb2c2694b65af10a1be616fcc7172b5232df2f.jpg"
"1737722343-485","https://www.expat-dakar.com/appartements-meubles?page=31","Mini-studio KEOPS
                                1 chambre
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        7. janv., 11:42
                                    
                    50 000 F Cfa
                        
                        789695033","https://www.expat-dakar.com/annonce/mini-studio-keops-6169930","Mini-studio KEOPS","50 000 F Cfa","Mamelles","1","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d0f43875bbca892155ec98f849832edc/-/horizon-files-prod/ed/picture/q8v4kgw9/6ba03239ff3e4e196bbb28b76d53c36d22993fe4.jpg"
"1737722353-486","https://www.expat-dakar.com/appartements-meubles?page=30","Appartement RAMSES
                                2 chambre0 m²
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        7. janv., 11:42
                                    
                    72 000 F Cfa
                        
                        789695033","https://www.expat-dakar.com/annonce/appartement-ramses-6169889","Appartement RAMSES","72 000 F Cfa","Mamelles","2","0 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c1e1a74bb02443d3cc8db89fd9596372/-/horizon-files-prod/ed/picture/q78wxgqm/ede18405fb68ddbcf0243a5c439547cd920aa70a.jpg"
"1737722357-487","https://www.expat-dakar.com/appartements-meubles?page=30","Appartement ISIS
                                2 chambre
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        7. janv., 11:42
                                    
                    60 000 F Cfa
                        
                        789695033","https://www.expat-dakar.com/annonce/appartement-isis-6169866","Appartement ISIS","60 000 F Cfa","Mamelles","2","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c63f3a088014e7ef35084f7d4970681c/-/horizon-files-prod/ed/picture/q6xdr58z/7f0367f201081b224734a02d8c7ec133919cd342.jpg"
"1737722365-488","https://www.expat-dakar.com/appartements-meubles?page=30","Magnifique appartement F4 de 300m2 à Fann
                                
                                                                                    Autres,
                                                                                Autres
                                    
                                        7. janv., 12:50
                                    
                    2 500 000 F Cfa
                        
                        778210606","https://www.expat-dakar.com/annonce/magnifique-appartement-f4-de-300m2-a-fann-6249517","Magnifique appartement F4 de 300m2 à Fann","2 500 000 F Cfa","Autres","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/25171a57cc1c50c3984657e5f427ac20/-/horizon-files-prod/ed/picture/q2j0940p/4a45197902e5a2ba2a1938e1d562ee6fcb3cd44b.jpg"
"1737722368-489","https://www.expat-dakar.com/appartements-meubles?page=30","Appartement meublé Diamniadio
                                2 chambre85 m²
                                                                                    Diamniadio,
                                                                                Dakar
                                    
                                        7. janv., 13:23
                                    
                    25 000 F Cfa
                        
                        784457035","https://www.expat-dakar.com/annonce/appartement-meuble-diamniadio-6249371","Appartement meublé Diamniadio","25 000 F Cfa","Diamniadio","2","85 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f5f243b32cde8ac4ae75d8afe2f2f5f0/-/horizon-files-prod/ed/picture/qngp8m40/9c90d3c68e1c93b715b812b8d0bec23a7e84234b.jpg"
"1737722373-490","https://www.expat-dakar.com/appartements-meubles?page=30","APPT meublé 2 chambres point E
                                
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        10. janv., 11:02
                                    
                    900 000 F Cfa
                        
                        771104341
                    
                        762555274","https://www.expat-dakar.com/annonce/appt-meuble-2-chambres-point-e-6249574","APPT meublé 2 chambres point E","900 000 F Cfa","Point-e","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2d26f65b2297970799654ff533673065/-/horizon-files-prod/ed/picture/q8v4rjkx/b8dfdea2b59f059b1b98914c185736245491a484.jpg"
"1737722380-491","https://www.expat-dakar.com/appartements-meubles?page=30","Incroyable f4 meublé à louer au virage
                                3 chambre
                                                                                    Virage,
                                                                                Dakar
                                    
                                        7. janv., 15:05
                                    
                    60 000 F Cfa
                        
                        777400371","https://www.expat-dakar.com/annonce/incroyable-f4-meuble-a-louer-au-virage-6046426","Incroyable f4 meublé à louer au virage","60 000 F Cfa","Virage","3","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/91cba915226f900f752afc072c9c36f4/-/horizon-files-prod/ed/picture/q9m9q726/5d0996f560af310e08b72ea823877fd4849aaec6.jpg"
"1737722387-492","https://www.expat-dakar.com/appartements-meubles?page=30","STUDIO MEUBLÉ SUR LA CORNICHE OUEST
                                1 chambre60 m²
                                                                                    Fann Hock,
                                                                                Dakar
                                    
                                        7. janv., 15:31
                                    
                    45 000 F Cfa
                        
                        779811919
                    
                        338252230
                    
                        704500101","https://www.expat-dakar.com/annonce/studio-meuble-sur-la-corniche-ouest-5250890","STUDIO MEUBLÉ SUR LA CORNICHE OUEST","45 000 F Cfa","Fann Hock","1","60 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/69f376823b65e382a9901689d4d0ab85/-/horizon-files-prod/ed/picture/qv4mzp28/56b409257a1bcb7efd07251e90ab14f76cb6f4b7.jpg"
